,AgendaItemTitle,AgendaItemNumber,Order,AgendaItemDate,ProtocolId,DateOnly,ProtocolDate,LegislaturePeriod,Number,SessionTitle,AgendaItemsCount,MongoId,Id
498,Aufnahme unbegleiteter Flüchtlingskinder,"ZP 2, ZP 3",5,2020-01-29T17:10:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
499,Adoptionshilfe-Gesetz,5,6,2020-01-29T17:55:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
500,Cum/Ex-Steuerskandal,6,7,2020-01-29T18:30:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
501,Teilhabe an Kultur in ländlichen Räumen,7,8,2020-01-29T19:15:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
502,Regierungserklärung zum Jahreswirtschaftsbericht 2020,"8, ZP 4",1,2020-01-30T09:00:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
503,Aufhebung der Immunität,ZP 13,2,2020-01-30T10:30:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
504,Automatisierte Gesichtserkennung,"ZP 11, ZP 12",3,2020-01-30T10:30:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
505,Änderung des Gemeindeverkehrsfinanzierungsgesetzes,10,4,2020-01-30T11:45:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
506,Wiedergutmachung im Staatsangehörigkeitsrecht,"ZP 5, TOP 11",5,2020-01-30T12:30:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
507,Überweisungen im vereinfachten Verfahren,"26, ZP 6",6,2020-01-30T14:05:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
508,Abschließende Beratungen ohne Aussprache,27,7,2020-01-30T14:05:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
509,Änderung des Regionalisierungsgesetzes,12,8,2020-01-30T14:15:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
510,Verhältnis zwischen der EU und Israel,13,9,2020-01-30T14:55:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
511,Deutsche Stiftung für Engagement und Ehrenamt,"14, ZP 8",10,2020-01-30T15:35:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
512,Beschleunigte Beschaffung im Verteidigungsbereich,15,11,2020-01-30T16:30:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
513,Gewerbemieten,16,12,2020-01-30T17:05:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
514,Schutz von Hinweisgebern auf EU-Ebene,18,13,2020-01-30T17:40:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
515,Aktien- und Europäische Finanztransaktionsteuer,19,14,2020-01-30T18:20:00,f2a1090d-9471-4e82-edbb-08da0c32b602,2020-01-30,2020-01-30T00:00:00,19,143,143. Sitzung,13,6205403f039575652118323e,f2a1090d-9471-4e82-edbb-08da0c32b602
516,Auswärtige Kultur- und Bildungspolitik,20,1,2020-01-31T09:00:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
517,"Kohleausstieg, Strompreis",21,2,2020-01-31T10:30:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
518,Verkehrsinfrastruktur,22,3,2020-01-31T11:40:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
519,Nachhaltige Arbeitsmarktpolitik,"23, ZP 9",4,2020-01-31T12:55:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
520,Steuerentlastungsgesetz 2020,ZP 10,5,2020-01-31T14:05:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
521,Ächtung autonomer Waffensysteme,25,6,2020-01-31T14:45:00,4e4f474a-513c-4c81-edb9-08da0c32b602,2020-01-31,2020-01-31T00:00:00,19,144,144. Sitzung,6,6205403f039575652118323c,4e4f474a-513c-4c81-edb9-08da0c32b602
522,Befragung der Bundesregierung,1,1,2020-02-12T13:05:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
523,Fragestunde,2,2,2020-02-12T14:05:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
524,Aktuelle Stunde - Strategie zur Vorbeugung gegen das Corona-Virus,ZP 1,3,2020-02-12T15:05:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
525,Vereinbarte Debatte 40 Jahre Nord-Süd-Bericht,3,4,2020-02-12T16:30:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
526,Bundeswehrbeteiligung an NATO-Battlegroup,4,5,2020-02-12T17:35:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
527,Bundeswehreinsatz in Südsudan (UNMISS),5,6,2020-02-12T18:10:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
528,"Schutz von Sparern, Förderung von Vermögensaufbau",ZP 2,7,2020-02-12T18:45:00,56f59111-626a-4ac2-edb6-08da0c32b602,2020-02-12,2020-02-12T00:00:00,19,145,145. Sitzung,7,6205403f0395756521183239,56f59111-626a-4ac2-edb6-08da0c32b602
529,Partnerschaft EU - Vereinigtes Königreich,"7, ZP 3",1,2020-02-13T09:05:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
530,Islamismus in Deutschland,8,2,2020-02-13T10:15:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
531,Bundeswehreinsatz in Darfur (UNAMID),9,3,2020-02-13T11:25:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
532,Betriebliche Mitbestimmung,10,4,2020-02-13T12:35:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
533,Überweisungen im vereinfachten Verfahren,"26, ZP 4, 20d, ZP 8",5,2020-02-13T13:45:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
534,Abschließende Beratungen ohne Aussprache,"27, ZP 5",6,2020-02-13T13:45:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
535,Aktuelle Stunde – Auswirkungen der Wahl des Ministerpräsidenten in Thüringen,ZP 6,7,2020-02-13T13:55:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
536,Krankenkassenwettbewerb und Krankenversorgung,11,8,2020-02-13T15:20:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
537,IT-Freelance-Arbeit,ZP 9,9,2020-02-13T16:05:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
538,Wertpapierhandel,13,10,2020-02-13T16:45:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
539,Adoptionsrecht,14,11,2020-02-13T17:20:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
540,Regelung und Prüfung von Lieferketten,15,12,2020-02-13T18:05:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
541,Anerkennung von NS-Opfergruppen,16,13,2020-02-13T18:40:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
542,Abzug von US-Soldaten aus Deutschland,17,14,2020-02-13T19:20:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
543,Integrationsbericht,18,15,2020-02-13T20:00:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
544,Friedensforschung,19,16,2020-02-13T20:40:00,2777b407-a49f-4e45-edb8-08da0c32b602,2020-02-13,2020-02-13T00:00:00,19,146,146. Sitzung,16,6205403f039575652118323b,2777b407-a49f-4e45-edb8-08da0c32b602
545,Regelungen über die zulässige Miethöhe,20,1,2020-02-14T09:00:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
546,Einspruch gegen Ordnungsmaßnahmen,ZP 10,2,2020-02-14T10:15:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
547,Beschleunigung von Verkehrsprojekten,12,3,2020-02-14T10:20:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
548,Aufstiegsfortbildungsförderung,22,4,2020-02-14T11:25:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
549,Ökologische Digitalisierung,"23, ZP 7",5,2020-02-14T12:35:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
550,Verwertung hochradioaktiver Reststoffe,24,6,2020-02-14T13:40:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
551,Befristungen in der Wissenschaft,25,7,2020-02-14T14:20:00,c57b0654-8168-41a6-edb7-08da0c32b602,2020-02-14,2020-02-14T00:00:00,19,147,147. Sitzung,7,6205403f039575652118323a,c57b0654-8168-41a6-edb7-08da0c32b602
552,Regierungserklärung zur Bekämpfung des Coronavirus,ZP 1,1,2020-03-04T13:05:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
553,Befragung der Bundesregierung,1,2,2020-03-04T14:30:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
554,Fragestunde,2,3,2020-03-04T15:40:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
555,Bundeswehreinsatz in Afghanistan - Resolute Support,3,4,2020-03-04T16:35:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
556,Einsatz Minderjähriger in bewaffneten Konflikten,"4, ZP 2",5,2020-03-04T17:15:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
557,Bundesamt für Auswärtige Angelegenheiten,5,6,2020-03-04T17:50:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
558,Aufnahmebereitschaft von Städten und Kommunen,31,7,2020-03-04T18:25:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
559,Geologiedatengesetz,7,8,2020-03-04T19:15:00,3bd04bd3-e848-4e85-edb5-08da0c32b602,2020-03-04,2020-03-04T00:00:00,19,148,148. Sitzung,8,6205403f0395756521183238,3bd04bd3-e848-4e85-edb5-08da0c32b602
560,Vereinbarte Debatte - Rechtsterrorismus und Hass,8,1,2020-03-05T09:15:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
561,Digitalisierung des Planens und Bauens,"ZP 14, TOP 21",2,2020-03-05T10:35:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
562,Arbeitsprogramm 2020 der Europäischen Kommission,10,3,2020-03-05T11:45:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
563,Erneuerbare Energien,11,4,2020-03-05T13:05:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
564,Überweisungen im vereinfachten Verfahren,"32, ZP 4",5,2020-03-05T14:10:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
565,Abschließende Beratungen ohne Aussprache,33,6,2020-03-05T14:15:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
566,2. Wahlgang - Stellvertreter des Präsidenten,12,7,2020-03-05T14:20:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
567,Wahlen zu Gremien,13,8,2020-03-05T14:45:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
568,Aktuelle Stunde - Die Eskalation in Idlib und die Folgen für Europa,ZP 5,9,2020-03-05T15:30:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
569,Finanzierung der Ganztagsbetreuung für Kinder,14,10,2020-03-05T16:55:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
570,Rohstoffversorgung der deutschen Industrie,15a,11,2020-03-05T17:30:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
571,Medizinprodukterecht,16,12,2020-03-05T18:05:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
572,Rohstoffpolitik,"17, 15b, ZP 6",13,2020-03-05T18:40:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
573,Arbeitszeitgesetz,18,14,2020-03-05T19:20:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
574,Luftsicherheitsrechtliche Zuverlässigkeitsüberprüfung,"19, ZP 7",15,2020-03-05T19:55:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
575,Erasmus-Programm,20,16,2020-03-05T20:35:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
576,Reform des Strafrechts,ZP 8,17,2020-03-05T21:10:00,94c89c73-2595-43f6-edb4-08da0c32b602,2020-03-05,2020-03-05T00:00:00,19,149,149. Sitzung,17,6205403f0395756521183237,94c89c73-2595-43f6-edb4-08da0c32b602
577,"Elterngeld Plus, Partnerschaftsbonus, Elternzeit",14,1,2018-02-23T09:00:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
578,Verbraucherrichtlinie - Handwerkerwiderruf,15,2,2018-02-23T10:10:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
579,Europäische Außenpolitik - Rolle der Hohen Vertreterin,16,3,2018-02-23T10:55:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
580,Atomwaffenverbotsvertrag,17,4,2018-02-23T11:45:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
581,Humanitäre Katastrophe im Jemen,18,5,2018-02-23T12:35:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
582,Aktuelle Stunde: Demokratie und Erinnerungskultur angesichts rechtsextremistischer Angriffe,ZP 6,6,2018-02-23T13:25:00,af2d593f-851f-4b1a-ee3a-08da0c32b602,2018-02-23,2018-02-23T00:00:00,19,15,15. Sitzung,6,6205403f03957565211832bd,af2d593f-851f-4b1a-ee3a-08da0c32b602
583,Vereinbarte Debatte – Internationaler Frauentag,23,1,2020-03-06T09:00:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
584,Reduzierung von Bauvorschriften,24,2,2020-03-06T10:15:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
585,Kohleausstieg,25,3,2020-03-06T11:20:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
586,Förderung wirtschaftlicher Betätigung von Kommunen,"26, ZP 9",4,2020-03-06T12:45:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
587,Bundeswehreinsatz im Mittelmeer (SEA GUARDIAN),27,5,2020-03-06T13:50:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
588,Agrarpaket und Düngeverordnung,"ZP 10, 12",6,2020-03-06T14:25:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
589,Änderung des THW-Gesetzes,29,7,2020-03-06T15:05:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
590,Schutz vor Konversionsbehandlungen,30,8,2020-03-06T15:40:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
591,Arbeitslosenversicherung,ZP 13,9,2020-03-06T16:10:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
592,Aktuelle Stunde - Verhältnis der Partei DIE LINKE. zur freiheitlich- demokratischen Grundordnung,ZP 14,10,2020-03-06T16:45:00,2eb7bb84-00d6-4316-edb3-08da0c32b602,2020-03-06,2020-03-06T00:00:00,19,150,150. Sitzung,10,6205403f0395756521183236,2eb7bb84-00d6-4316-edb3-08da0c32b602
593,Einsprüche gegen Ordnungsmaßnahmen,ZP 12-14,1,2020-03-11T13:05:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
594,Befragung der Bundesregierung,1,2,2020-03-11T13:05:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
595,Fragestunde,2,3,2020-03-11T14:15:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
596,Aktuelle Stunde - Wahlrechtsreform,ZP 1,4,2020-03-11T15:15:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
597,Berichte zum Bundesteilhabegesetz,3,5,2020-03-11T16:30:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
598,Krankenhausversorgung,4,6,2020-03-11T17:10:00,d11f48fe-a498-4547-edb2-08da0c32b602,2020-03-11,2020-03-11T00:00:00,19,151,151. Sitzung,10,6205403f0395756521183235,d11f48fe-a498-4547-edb2-08da0c32b602
